active_bins,correct_rank,ghost_mass_fraction,id,kkt,mass,matched_components,method,minority_rate_recovered,minority_support_recall,partition,r_true,rank,relative_gap,scenario,seconds,selected_penalty,snr,spectral_leakage_fraction,stationarity,success,test_clean_rmse_sigma,test_observed_rmse_sigma,unmatched_mass_fraction,w1_logD
,False,0.3955410273973688,development_021_proportional,6.773872532352728e-16,35.34352640426809,1,RAI_S,False,0.0,development,3,2,,proportional,1.472957400023006,,200,0.0,2.9831074713781774e-09,True,0.29643474821049504,1.0680423372879946,0.3955410273973688,0.42903037706677877
,True,0.0,development_022_null,,0.0,0,DOME,,,development,0,0,,null,0.006298599997535348,,200,0.0,,True,0.0,0.9847365265340448,0.0,0.0
,True,0.0,development_022_null,0.0,0.0,0,DOME_S,,,development,0,0,,null,0.5529233000706881,,200,0.0,,True,0.0,0.9847365265340448,0.0,0.0
,True,0.0,development_022_null,,0.0,0,RAI,,,development,0,0,,null,0.2523421999067068,,200,0.0,,True,0.0,0.9847365265340448,0.0,0.0
,True,0.0,development_022_null,0.0,0.0,0,RAI_S,,,development,0,0,,null,0.3381015999475494,,200,0.0,,True,0.0,0.9847365265340448,0.0,0.0
,True,0.02985113061992089,development_023_broad,,35.89878786104808,3,DOME,True,1.0,development,3,3,,broad,0.7558161000488326,,200,0.029851130619920833,,True,0.3016891587928995,1.0247057420671681,0.0,0.16716879729613035
,True,0.00040507367887477035,development_023_broad,2.3635397698783793e-16,35.803392302312254,3,DOME_S,True,1.0000000000000002,development,3,3,,broad,0.8720906000817195,,200,0.00040507367887483963,4.829158073436171e-10,True,0.25188308733969267,1.020245954942823,0.0,0.15099615347647427
,True,0.029851131439445375,development_023_broad,,35.89878786323595,3,RAI,True,1.0,development,3,3,,broad,1.7286601000232622,,200,0.029851131439445455,,True,0.30168915957537706,1.024705742191988,0.0,0.16716879776731713
,True,0.00040507367887477035,development_023_broad,2.3635397698783793e-16,35.803392302312254,3,RAI_S,True,1.0000000000000002,development,3,3,,broad,1.6859409000026062,,200,0.00040507367887483963,4.829158073436171e-10,True,0.25188308733969267,1.020245954942823,0.0,0.15099615347647427
,True,0.0,test_000_single,,27.735612654951197,1,DOME,True,1.0,test,1,1,,single,1.108187299920246,,50,0.0,,True,0.19122191898353502,1.0285808519247785,0.0,0.0
,True,0.0,test_000_single,1.877558299021673e-16,27.73561265498576,1,DOME_S,True,1.0,test,1,1,,single,0.8809924999950454,,50,0.0,1.7701093757948447e-11,True,0.19122191898959606,1.0285808519256252,0.0,0.0
,True,0.0,test_000_single,,27.735612653508326,1,RAI,True,1.0,test,1,1,,single,1.0160830999957398,,50,0.0,,True,0.19122191873063568,1.028580851889451,0.0,0.0
12,,,test_000_single,,,,RAI_Net_original,,,test,1,,9.13606388837446e-06,single,20.455356499995105,0.01,50,,,True,0.3445953425896613,,,0.32542125347540685
